name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year
Butter (Cooler Remix),"Butter (Hotter, Sweeter, Cooler)",BTS,2021-06-04,161632,0,0.00632,0.651,0.809,0.0,0.321,-3.667,0.132,110.045,0.893,4,8,1,spotify:track:0xmEcb4yhUy5PS8MHdAvmc,2021
forever rain,mono.,RM,2018-10-22,271805,0,0.0307,0.389,0.591,6.53e-05,0.392,-8.437,0.0622,138.902,0.252,4,7,1,spotify:track:5fCDWDX2Kv9jc1s7nZfzOi,2018
28,D-2,Agust D,2020-05-22,133673,0,0.0897,0.679,0.645,0.0,0.121,-7.107,0.0513,119.934,0.349,4,9,0,spotify:track:4bTID1qPjca9WuTZGkGRKE,2020
Waste It On Me,Neon Future III,Steve Aoki,2018-11-09,192536,54,0.252,0.669,0.684,0.0,0.72,-4.595,0.0585,96.097,0.466,4,7,1,spotify:track:66XDf77gBcfQKi4I2vIbTj,2018
Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,2019-04-12,229773,3,0.0923,0.645,0.862,0.0,0.192,-4.757,0.0965,119.991,0.798,4,11,0,spotify:track:5KawlOMHjWeUjQtnuRs22c,2019
tokyo,mono.,RM,2018-10-22,208936,0,0.828,0.447,0.263,0.0049,0.118,-13.754,0.0342,147.161,0.0721,4,5,0,spotify:track:4dF0mDPTlpjThf1mJyK83B,2018
Honsool,D-2,Agust D,2020-05-22,219808,0,0.00036,0.478,0.574,0.00719,0.157,-8.886,0.0606,71.984,0.187,4,1,1,spotify:track:5Ncjypx5upZS5ZZTaqUzIf,2020
0X1=LOVESONG (I Know I Love You) feat. Seori,The Chaos Chapter: FREEZE,TOMORROW X TOGETHER,2021-05-31,202203,74,0.0558,0.584,0.836,0.0,0.0663,-4.925,0.079,104.973,0.484,4,0,1,spotify:track:1Z8TPHiKeCUyClxV6WTTIf,2021
Butter (Megan Thee Stallion Remix),Butter (Megan Thee Stallion Remix),BTS,2021-08-27,164457,0,0.00308,0.739,0.588,0.0,0.109,-4.971,0.136,109.958,0.774,4,8,1,spotify:track:3JR0ducCexKbeK47g6AHm5,2021
,,Various Artists,0000,0,0,0.731,0.41,0.455,0.0,0.185,-8.071,0.0316,90.993,0.361,4,4,1,spotify:track:55LK166LWHOpXOroZ5g82J,0000
Strange,D-2,Agust D,2020-05-22,196529,0,0.00236,0.627,0.662,0.0,0.157,-8.121,0.203,90.008,0.207,4,7,1,spotify:track:4KjASaPtCvRJ4YArYpz6je,2020
Chicken Noodle Soup (feat. Becky G),Chicken Noodle Soup (feat. Becky G),j-hope,2019-09-27,235497,0,0.00502,0.826,0.817,1.09e-05,0.294,-4.081,0.0921,97.053,0.168,4,2,1,spotify:track:6wyr4ReB05D9sJB1Rsmcqo,2019
Film out,Film out,BTS,2021-04-01,214620,67,0.296,0.499,0.709,0.0,0.331,-6.404,0.134,164.032,0.314,4,10,1,spotify:track:3UHPGOkUcE4hE7sqBF4Snt,2021
Ocean,Ocean,Anuv Jain,2018-04-01,252630,29,0.963,0.72,0.237,0.0,0.0952,-11.665,0.0415,125.335,0.606,4,3,1,spotify:track:4BL4aEbddW0OGv6fFYYFUt,2018
Burn It,D-2,Agust D,2020-05-22,192106,0,0.012,0.658,0.776,2.1e-06,0.272,-7.088,0.0493,114.044,0.336,4,6,0,spotify:track:0x25VdiFOIBl1epNer9L3w,2020
everythingoes,mono.,RM,2018-10-22,222493,0,0.143,0.467,0.722,2.91e-06,0.128,-5.819,0.0303,92.014,0.14,4,5,1,spotify:track:7DKYA93lgKbhxzqE2ojtCS,2018
Let Go,FACE YOURSELF,BTS,2018-04-04,299706,64,0.17,0.558,0.863,0.0,0.289,-3.53,0.178,173.908,0.388,4,4,1,spotify:track:1OqDvYVDhJyFZny7XlfIyZ,2018
One Thing,Up All Night,One Direction,2012-05-25,197600,75,0.00233,0.713,0.718,0.0,0.0838,-3.806,0.0278,126.999,0.656,4,2,1,spotify:track:5G2c6FsfTzgYUzageCmfXY,2012
Dear my friend (feat. Kim Jong Wan of NELL),D-2,Agust D,2020-05-22,292078,0,0.0181,0.56,0.735,8.54e-06,0.0571,-6.344,0.0638,148.026,0.27,4,0,1,spotify:track:5qJF3xMbNjsPuqQDRkfUl1,2020
At My Worst,The Prelude,Pink Sweat$,2020-07-17,170344,73,0.777,0.813,0.415,0.0,0.131,-5.926,0.0349,91.921,0.667,4,0,1,spotify:track:0ri0Han4IRJhzvERHOZTMr,2020
Serendipity (Full Length Edition),Love Yourself 結 'Answer',BTS,2018-08-24,276707,0,0.445,0.347,0.578,0.0,0.231,-7.525,0.0626,86.73,0.226,5,8,1,spotify:track:5cQB9fbuQCz4muQUFkv3rR,2018
Celebrity,IU 5th Album 'LILAC',IU,2021-03-25,195546,67,0.191,0.73,0.784,0.0,0.0956,-2.62,0.0691,99.995,0.673,4,9,1,spotify:track:5nCwjUUsmBuNZKn9Xu10Os,2021
badbye,mono.,RM,2018-10-22,112606,0,0.0948,0.241,0.536,0.0107,0.296,-8.88,0.0432,142.129,0.229,4,7,1,spotify:track:5Qg0xK4s85tINbQcJD3GDq,2018
It's Definitely You,"HWARANG, Pt. 2 (Music from the Original TV Series)",V,2016-12-20,230693,73,0.241,0.737,0.731,0.0,0.087,-3.193,0.0706,94.999,0.761,4,10,0,spotify:track:2LowwiemmGMzzNSH1PJprK,2016
Magic Shop,Love Yourself 轉 'Tear',BTS,2018-05-18,275695,0,0.103,0.541,0.661,0.0,0.0779,-5.838,0.0889,149.926,0.285,4,1,1,spotify:track:22ryCgQttpV7oCrn7llGRu,2018
the 1,folklore,Taylor Swift,2020-07-24,210251,82,0.757,0.777,0.357,7.28e-06,0.108,-6.942,0.0522,139.883,0.172,4,0,1,spotify:track:0Jlcvv8IykzHaSmj49uNW8,2020
uhgood,mono.,RM,2018-10-22,194384,0,0.00135,0.536,0.559,0.016,0.132,-6.826,0.0501,85.971,0.0964,4,0,1,spotify:track:7hjWFO88DN3FroDMRIcehn,2018
"Raataan Lambiyan (From ""Shershaah"")","Raataan Lambiyan (From ""Shershaah"")",Tanishk Bagchi,2021-07-30,230292,78,0.615,0.72,0.63,0.0,0.108,-5.549,0.0413,81.009,0.512,4,10,1,spotify:track:2rOnSn2piaqLAlYjtfUBlY,2021
Moon,MAP OF THE SOUL : 7,BTS,2020-02-21,208589,0,0.0104,0.703,0.646,0.0,0.191,-6.658,0.0596,141.87,0.64,4,6,1,spotify:track:1xfXXujIlLZAx5wpu46Nyk,2020
"Ranjha (From ""Shershaah"")","Ranjha (From ""Shershaah"")",Various Artists,2021-08-05,228855,78,0.478,0.603,0.573,0.0,0.0971,-5.843,0.0502,82.941,0.236,4,1,1,spotify:track:72zHuDxFQTjbL51qJQSA7j,2021
Blue Side (Outro),Hope World,j-hope,2018-03-02,90539,0,0.0149,0.499,0.394,0.901,0.309,-10.202,0.0261,80.466,0.0812,4,9,0,spotify:track:2yAr91sJO2OQinZLghgnzr,2018
Aaya Na Tu,Aaya Na Tu,Arjun Kanungo,2018-06-20,210000,68,0.825,0.665,0.539,5.85e-06,0.121,-7.213,0.0474,110.101,0.368,4,11,0,spotify:track:3T0oPETOdddxJ2xTt2qJe4,2018
Mikrokosmos,MAP OF THE SOUL : PERSONA,BTS,2019-04-12,224225,0,0.125,0.58,0.858,0.0,0.0502,-5.212,0.114,174.039,0.475,3,8,1,spotify:track:5hnbE5BF2e8BCk9OMR1UVC,2019
The Last,Agust D,Agust D,2016-08-16,245757,0,0.00167,0.756,0.837,0.0062,0.0848,-2.704,0.203,119.984,0.444,4,1,1,spotify:track:6lRWD0dOKIrFrmb9tmd62M,2016
BBIBBI,BBIBBI,IU,2018-10-10,194426,68,0.241,0.839,0.617,0.0,0.3,-4.692,0.331,143.894,0.821,4,7,1,spotify:track:4as4XEOR03oGm1STUKl6pa,2018
It's You,당신이 잠든 사이에 Pt. 2 Original Television Soundtrack,HENRY,2017-10-04,231642,6,0.637,0.545,0.468,0.0,0.128,-6.064,0.0247,76.045,0.279,4,7,1,spotify:track:3hm4axDodp2jFEDohQfXxV,2017
Crystal Snow,FACE YOURSELF,BTS,2018-04-04,323360,64,0.117,0.618,0.766,0.0,0.121,-4.507,0.0323,113.997,0.448,4,3,1,spotify:track:6NbfFVZ01Ttvvqmcok8DxL,2018
Give It to Me,Agust D,Agust D,2016-08-16,149524,0,0.000833,0.539,0.751,1.05e-05,0.158,-3.889,0.225,94.6,0.429,4,8,0,spotify:track:5eXlvP0dxI3Xo2ngmNoj9X,2016
Blueberry Eyes (feat. SUGA of BTS),Blueberry Eyes (feat. SUGA of BTS),MAX,2020-09-15,172244,62,0.454,0.746,0.611,0.000922,0.133,-7.034,0.101,149.967,0.411,4,0,0,spotify:track:5dn6QANKbf76pANGjMBida,2020
willow,evermore,Taylor Swift,2020-12-11,214706,83,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,0.529,4,7,1,spotify:track:0lx2cLdOt3piJbcaXIV74f,2020
Euphoria,Love Yourself 結 'Answer',BTS,2018-08-24,228615,1,0.394,0.637,0.799,0.0,0.0921,-4.519,0.0338,104.995,0.562,4,2,1,spotify:track:3p6hnejEQYXkiTO1lAzVc0,2018
Kabhii Tumhhe,Shershaah (Original Motion Picture Soundtrack),Various Artists,2021-08-16,230103,63,0.864,0.573,0.338,4.41e-06,0.133,-7.478,0.027,96.981,0.451,4,7,0,spotify:track:6Sflud15ff1KqBzg6wj78S,2021
Song Request (feat. SUGA of BTS),Song Request (feat. SUGA of BTS),Lee So Ra,2019-01-22,281066,58,0.707,0.481,0.59,0.00037,0.141,-7.145,0.0903,175.788,0.454,4,2,1,spotify:track:6Au7CCNN2wXgCNxdavgxDM,2019
Kya Mujhe Pyar Hai,Woh Lamhe,Pritam,2006-08-17,266653,68,0.431,0.644,0.818,2.62e-05,0.0806,-5.924,0.0549,118.477,0.789,4,6,0,spotify:track:3HFjh7QljnUCBLsoTwMuTj,2006
Dis-ease,BE,BTS,2020-11-20,239722,0,0.0132,0.731,0.845,0.0,0.0782,-5.352,0.132,101.085,0.484,4,8,1,spotify:track:54DmTIv86D3sYdiawjULQ0,2020
"Mann Mera (From ""Table No. 21"")",Table No. 21,"Gajendra Verma, Neeraj Shridhar, Sachin Gupta",2012-12-19,198125,0,0.0524,0.54,0.774,0.0,0.142,-7.873,0.0444,191.809,0.384,4,1,0,spotify:track:2BeY2dQPbD8xYxx3yhBTVD,2012
Daydream (백일몽),Hope World,j-hope,2018-03-02,228759,0,0.00512,0.748,0.961,0.0,0.175,-6.518,0.0875,116.037,0.856,4,8,0,spotify:track:4YAgH8s0JFfwikTNwe0aIk,2018
Without Me,Manic,Halsey,2020-01-17,201660,84,0.297,0.752,0.488,9.11e-06,0.0936,-7.05,0.0705,136.041,0.533,4,6,1,spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,2020
Blue & Grey,BE,BTS,2020-11-20,254950,0,0.42,0.547,0.605,0.0,0.125,-6.755,0.0415,121.953,0.364,4,8,1,spotify:track:0n2moJpAEWHwaPYYjkzMDl,2020
Agar Tum Saath Ho,Tamasha,A.R. Rahman,2015-10-16,341054,77,0.557,0.562,0.519,0.000268,0.172,-8.744,0.0326,122.925,0.415,4,3,1,spotify:track:3hkC9EHFZNQPXrtl8WPHnX,2015
Mann Bharryaa 2.0,Shershaah (Original Motion Picture Soundtrack),Various Artists,2021-08-16,266005,57,0.676,0.35,0.477,0.0,0.136,-4.933,0.0341,91.162,0.187,4,2,1,spotify:track:0OGWPZujUqgF5ER4iSg2Qp,2021
Tony Montana,Agust D,Agust D,2016-08-16,207873,0,0.000262,0.609,0.776,1.68e-05,0.105,-5.837,0.059,116.01,0.272,4,4,1,spotify:track:4rEP3s8gClYCL1rKUKX4M0,2016
Spring Day,You Never Walk Alone,BTS,2017-02-13,274097,0,0.0063,0.539,0.846,1.68e-06,0.13,-3.192,0.0354,106.992,0.46,4,8,1,spotify:track:0WNGsQ1oAuHzNTk8jivBKW,2017
We don't talk together (Prod. by SUGA),We don’t talk together,HEIZE,2019-07-07,199215,64,0.039,0.629,0.736,0.0,0.333,-4.672,0.0401,97.883,0.308,4,7,1,spotify:track:6SG8lh7fWQ2bahP5WBYePn,2019
Mera Mann Kehne Laga,Nautanki Saala !,Various Artists,2013-02-25,227334,60,0.714,0.46,0.444,2.65e-05,0.0881,-6.217,0.123,74.977,0.7,4,7,1,spotify:track:1niVgR76UPobOED5cXfADq,2013
WINE (Feat.Changmo) (Prod. SUGA),WINE,SURAN,2017-04-27,232194,58,0.314,0.62,0.644,0.0,0.105,-2.713,0.0447,145.87,0.502,4,4,0,spotify:track:3eHkFA3StDR9BU7EVrUFLs,2017
Telepathy,BE,BTS,2020-11-20,202313,0,0.00782,0.787,0.669,0.0,0.123,-4.333,0.0428,104.994,0.57,4,5,0,spotify:track:2FVpOsjT1iquZ3SpCjZ9Ne,2020
,,Various Artists,0000,0,0,0.708,0.315,0.53,1.12e-05,0.11,-7.683,0.0362,148.95,0.312,4,5,1,spotify:track:2UgL1EFltLB2TF2k8wEj2W,0000
"Interlude_dream, Reality",Agust D,Agust D,2016-08-16,92685,0,0.641,0.595,0.255,0.873,0.101,-10.061,0.0454,150.108,0.077,4,1,1,spotify:track:2241mgLB8g6UVHLS0PULye,2016
Hawayein,Jab Harry Met Sejal (Original Motion Picture Soundtrack),Pritam,2017-08-03,289999,76,0.796,0.606,0.601,0.000511,0.127,-5.576,0.0283,125.961,0.453,4,2,1,spotify:track:0l6g8Z8mqGbGXFOjigYetD,2017
00:00 (Zero O’Clock),MAP OF THE SOUL : 7,BTS,2020-02-21,250295,0,0.0802,0.566,0.548,0.0,0.11,-6.456,0.0579,157.999,0.196,4,1,1,spotify:track:4AlihYDqxXshKhvh5tnMfP,2020
"Tum Hi Ho Bandhu (From ""Cocktail"")",Cocktail,Pritam,2012-06-12,282012,0,0.00145,0.714,0.892,0.000817,0.0462,-5.342,0.0516,134.997,0.899,4,11,0,spotify:track:4pE05HNzmVFGpCOfNKE3w6,2012
Aisa Kyun Maa,Neerja,Vishal Khurana,2016-02-08,219807,51,0.897,0.653,0.304,6.03e-05,0.111,-10.449,0.036,82.627,0.243,3,3,1,spotify:track:5lA5W1mNRaWeIlZMePd9Jk,2016
724148,Agust D,Agust D,2016-08-16,185733,0,0.0125,0.683,0.964,0.0,0.0848,-3.341,0.338,89.557,0.591,4,4,0,spotify:track:5io5w3uHAYTw74Sr8oHVEL,2016
The Truth Untold,Love Yourself 轉 'Tear',BTS,2018-05-18,242292,0,0.372,0.57,0.422,0.0,0.127,-7.561,0.0422,113.007,0.169,4,1,0,spotify:track:48XfojJC87VKLlUotYV0Gm,2018
Blue Hour,minisode1 : Blue Hour,TOMORROW X TOGETHER,2020-10-26,209105,72,0.00962,0.71,0.82,0.0,0.0871,-4.362,0.0836,112.005,0.746,4,3,0,spotify:track:3ObPkJQAgjAhTwYvDhPrAW,2020
Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],SHAUN,2018-12-21,192452,72,0.269,0.737,0.747,0.0,0.219,-4.818,0.0323,105.943,0.447,4,10,1,spotify:track:1ZLrDPgR7mvuTco3rQK8Pk,2018
Asal Mein,Asal Mein,Darshan Raval,2020-02-18,224240,78,0.721,0.656,0.551,1.26e-06,0.0947,-6.43,0.0299,114.106,0.329,4,8,1,spotify:track:0rMeOAvbQZ2RTG4B6L1M4p,2020
Inner Child,MAP OF THE SOUL : 7,BTS,2020-02-21,233265,0,0.017,0.589,0.696,0.0,0.0808,-7.981,0.0725,134.953,0.332,4,11,1,spotify:track:4BKOjYosPhw334moS3wlbO,2020
,,Various Artists,0000,0,0,0.167,0.696,0.704,0.0,0.155,-7.876,0.0423,124.972,0.426,4,1,1,spotify:track:0ZHILXmUaVSLEOCWxPQ1ga,0000
Kun Faya Kun,Rockstar,A.R. Rahman,2011-10-01,470500,70,0.679,0.362,0.378,0.0,0.091,-11.008,0.0329,87.549,0.575,4,1,1,spotify:track:7F8RNvTQlvbeBLeenycvN6,2011
champagne problems,evermore,Taylor Swift,2020-12-11,244000,83,0.92,0.462,0.24,0.0,0.113,-12.077,0.0377,171.319,0.32,4,0,1,spotify:track:0sY6ZUTh4yoctD8VIXz339,2020
