name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year
Butter,"Butter (Hotter, Sweeter, Cooler)",BTS,2021-06-04,164441,3,0.00323,0.759,0.459,0.0,0.0906,-5.187,0.0948,109.997,0.695,4,8,1,spotify:track:2bgTY4UwhfBYhGT4HUYStN,2021
"jealousy, jealousy",SOUR,Olivia Rodrigo,2021-05-21,173160,84,0.198,0.695,0.575,0.0,0.0614,-6.334,0.116,163.929,0.699,4,10,0,spotify:track:0MMyJUC3WNnFS1lit5pTjk,2021
Heather,Kid Krow,Conan Gray,2020-03-20,198040,90,0.584,0.357,0.425,0.0,0.322,-7.301,0.0333,102.078,0.27,3,5,1,spotify:track:4xqrdfXkTW4T0RauPLv3WA,2020
Main Title Theme - Westworld,Westworld: Season 1 (Music from the HBO Series),Ramin Djawadi,2016-12-05,101461,55,0.636,0.464,0.361,0.952,0.11,-11.171,0.0291,111.168,0.063,3,5,1,spotify:track:2sw8teIvVMRZKKYD5p795f,2016
Lonely,Mercury - Act 1,Imagine Dragons,2021-09-03,159851,0,0.0256,0.714,0.73,0.0,0.177,-5.564,0.0438,97.983,0.873,4,0,1,spotify:track:3mk4p8cBDd9bzTgooRrFoG,2021
motive (with Doja Cat),Positions,Ariana Grande,2020-10-30,167989,77,0.0681,0.789,0.742,0.0,0.166,-5.664,0.0652,116.965,0.661,4,10,0,spotify:track:5GkQIP5mWPi4KZLLXeuFTT,2020
Maniac,Kid Krow,Conan Gray,2020-03-20,185773,81,0.00162,0.628,0.639,0.0,0.354,-5.46,0.0435,108.045,0.493,4,8,1,spotify:track:6KfoDhO4XUWSbnyKjNp9c4,2020
Renegade (feat. Taylor Swift),Renegade (feat. Taylor Swift),Big Red Machine,2021-07-02,254466,0,0.435,0.532,0.708,0.0236,0.107,-8.121,0.0505,167.977,0.586,4,0,1,spotify:track:1aU1wpYBSpP0M6IiihY5Ue,2021
#1,Mercury - Act 1,Imagine Dragons,2021-09-03,205040,0,0.0897,0.692,0.695,0.0,0.155,-4.448,0.109,92.98,0.634,4,1,1,spotify:track:6z39NC4VSSweBHFg9kAoja,2021
worst behavior,Positions (Deluxe),Ariana Grande,2021-02-19,124281,62,0.37,0.726,0.667,0.0,0.118,-5.956,0.0617,100.053,0.434,4,5,0,spotify:track:6KIKaWKE9wV6mLjho3w61y,2021
The Image of You (Remains in My Memory),"Hometown Cha-Cha-Cha, Pt. 6 (Original Television Soundtrack)",Sandeul,2021-10-03,189074,50,0.578,0.657,0.525,0.0,0.149,-6.49,0.0323,89.067,0.403,4,0,1,spotify:track:47VBwKrb9UrN66EXXG71iT,2021
Secrets,Waking Up,OneRepublic,2009-01-01,224693,79,0.0717,0.516,0.764,0.0,0.115,-6.223,0.0366,148.021,0.376,4,2,1,spotify:track:1NhPKVLsHhFUHIOZ32QnS2,2009
Giants,Mercury - Act 1,Imagine Dragons,2021-09-03,210402,0,0.029,0.487,0.603,0.0,0.243,-7.96,0.0666,62.385,0.44,4,11,0,spotify:track:7FNq9WjxUTIx6OCSPzzopE,2021
Romantic Sunday,"Hometown Cha-Cha-Cha, Pt. 1 (Original Television Soundtrack)","Car, the garden",2021-09-05,230338,56,0.488,0.651,0.661,0.00422,0.315,-7.322,0.026,118.017,0.762,4,7,1,spotify:track:16YZbdkJtyvsjV8UKOwQBB,2021
No Ego,No Ego,Citizen Queen,2021-02-19,174618,36,0.199,0.793,0.617,6.79e-06,0.104,-4.46,0.134,101.978,0.479,4,7,0,spotify:track:5vry5PGDwyFvc6z8l5vqM7,2021
Be the Light,"Hometown Cha-Cha-Cha, Pt. 5 (Original Television Soundtrack)",KIM JAE HWAN,2021-09-26,234397,44,0.405,0.542,0.4,0.0,0.175,-8.845,0.0295,132.133,0.209,4,1,1,spotify:track:61B7mbo3BAGqHmPpL29Ehf,2021
The Night We Met (feat. Phoebe Bridgers),13 Reasons Why (Season 2),Selena Gomez,2018-05-18,208173,68,0.962,0.424,0.437,0.336,0.664,-8.588,0.0355,174.127,0.131,3,2,1,spotify:track:0jZO7p0nBUi9VHedWUBS9l,2018
Telepath,Telepath,Conan Gray,2021-10-29,194973,67,0.00298,0.606,0.819,0.0,0.0702,-4.804,0.049,75.006,0.744,4,9,1,spotify:track:3Z39gbqdaGL3WJXBG0gcuE,2021
Blinding Lights,After Hours,The Weeknd,2020-03-20,200040,92,0.00146,0.514,0.73,9.54e-05,0.0897,-5.934,0.0598,171.005,0.334,4,1,1,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,2020
"How Far I'll Go - From ""Moana""/Soundtrack Version",Disney Summer Songs,Disney,2021-05-28,163386,55,0.649,0.537,0.307,0.0,0.177,-10.967,0.0545,83.632,0.114,4,4,1,spotify:track:0HT6xI2MTQ7qk4yNA1IZUd,2021
"no body, no crime (feat. HAIM)",evermore (deluxe version),Taylor Swift,2021-01-07,215626,72,0.418,0.546,0.613,0.0,0.103,-7.589,0.0264,79.015,0.535,4,7,0,spotify:track:6uwfVkaOM1mcMkFmSn35ix,2021
Mast Magan,2 States,Shankar-Ehsaan-Loy,2014-03-14,280161,74,0.606,0.659,0.774,0.000333,0.185,-7.014,0.0372,82.995,0.883,4,7,1,spotify:track:3uL1IBFhg52VcQqOwAG01E,2014
hope ur ok,SOUR,Olivia Rodrigo,2021-05-21,209560,76,0.388,0.443,0.298,1e-05,0.103,-12.181,0.0644,77.253,0.172,4,0,1,spotify:track:1zejeOnykpCoyVSit6Bwp3,2021
The Way I Am,Voicenotes,Charlie Puth,2018-05-11,186080,65,0.314,0.755,0.769,2.38e-06,0.0628,-5.658,0.186,114.966,0.642,4,10,0,spotify:track:6qNALlmZa1ESnCxJmXE1K9,2018
It's Ok,Mercury - Act 1,Imagine Dragons,2021-09-03,202497,0,0.0146,0.502,0.322,0.0,0.0597,-7.59,0.039,185.655,0.168,4,0,1,spotify:track:1BhkCNB6yE8OPdOnazI3O5,2021
Miss Americana & The Heartbreak Prince,Lover,Taylor Swift,2019-08-23,234146,84,0.028,0.662,0.747,0.00615,0.138,-6.926,0.0736,150.088,0.487,4,11,0,spotify:track:214nt20w5wOxJnY462klLw,2019
Play Date,Cry Baby (Deluxe Edition),Melanie Martinez,2015-08-14,179867,79,0.612,0.68,0.729,0.0,0.224,-5.077,0.0475,123.97,0.446,4,5,1,spotify:track:4DpNNXFMMxQEKl7r0ykkWA,2015
Shivers,Shivers,Ed Sheeran,2021-09-13,207853,29,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,0.822,4,2,1,spotify:track:75MNhvTCCKsST3YqqUiU9r,2021
My Life,Mercury - Act 1,Imagine Dragons,2021-09-03,224512,0,0.0828,0.525,0.427,0.0,0.144,-7.282,0.032,129.982,0.305,4,4,1,spotify:track:6xSIsFET1hxpaYFQuHux4P,2021
Death By A Thousand Cuts,Lover,Taylor Swift,2019-08-23,198533,79,0.454,0.712,0.732,0.0,0.319,-6.754,0.0629,94.071,0.313,4,4,1,spotify:track:2dgFqt3w9xIQRjhPtwNk3D,2019
"Let Me Move You - From the Netflix film ""Work It""",Let Me Move You (From the Netflix film Work It),Sabrina Carpenter,2020-07-24,147070,59,0.0112,0.624,0.628,0.0191,0.0814,-6.582,0.0408,114.556,0.772,4,4,0,spotify:track:0roOLcll6SSTYZwsQFmXqP,2020
test drive,Positions (Deluxe),Ariana Grande,2021-02-19,122174,64,0.0251,0.698,0.708,0.0,0.124,-4.943,0.0454,115.036,0.322,4,9,0,spotify:track:3eZYOQO4UzKrUDYDghtnFw,2021
Monster,Smoke + Mirrors (Deluxe),Imagine Dragons,2015-10-23,250506,65,0.209,0.483,0.768,0.000646,0.103,-5.431,0.0732,179.957,0.405,4,3,1,spotify:track:4uyDe8SeM0Nsgzp9KMtXWn,2015
Paper Rings,Lover,Taylor Swift,2019-08-23,222400,86,0.0129,0.811,0.719,1.36e-05,0.0742,-6.553,0.0497,103.979,0.865,4,9,1,spotify:track:4y5bvROuBDPr5fuwXbIBZR,2019
Drag Me Down,Made In The A.M. (Deluxe Edition),One Direction,2015-11-13,192120,81,0.109,0.73,0.703,0.0,0.0657,-5.672,0.0369,138.113,0.595,4,0,0,spotify:track:2K87XMYnUMqLcX3zvtAF4G,2015
Better Days,Better Days,OneRepublic,2020-03-25,144530,61,0.235,0.626,0.726,0.0,0.304,-5.015,0.0376,89.132,0.257,4,5,1,spotify:track:2K0r5GD5zYlEMx2M7ZMcqG,2020
Woman,Planet Her,Doja Cat,2021-06-25,172626,86,0.0888,0.824,0.764,0.00294,0.117,-4.175,0.0854,107.998,0.881,4,5,0,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,2021
Daylight,Lover,Taylor Swift,2019-08-23,293453,85,0.808,0.557,0.496,0.000173,0.0772,-9.602,0.0563,149.983,0.265,4,0,1,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,2019
Demons,Night Visions,Imagine Dragons,2012-09-04,177506,87,0.19,0.505,0.71,0.00025,0.269,-3.015,0.0321,89.938,0.428,4,3,1,spotify:track:5qaEfEh1AtSdrdrByCP7qR,2012
Dandelions,Safe Haven,Ruth B.,2017-05-05,233720,89,0.0157,0.609,0.692,0.0,0.0864,-2.958,0.0259,116.959,0.454,3,1,1,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,2017
I Bet,I Bet,Shuba,2020-11-13,142000,33,0.504,0.863,0.599,0.0,0.0702,-7.439,0.0598,119.975,0.811,4,1,0,spotify:track:4mWbqQV3oenbbIswUqmZC0,2020
Wonder,Wonder,Shawn Mendes,2020-12-04,172692,74,0.136,0.442,0.631,2.29e-05,0.133,-5.096,0.05,139.774,0.129,4,1,0,spotify:track:6ZuahEctZD6w75peme58hm,2020
Monday,Mercury - Act 1,Imagine Dragons,2021-09-03,187896,0,0.127,0.803,0.649,6.49e-05,0.0894,-5.842,0.219,90.006,0.797,4,6,1,spotify:track:6tvDAC8atHIjyLgvOEK1fK,2021
Arcade,Arcade,Duncan Laurence,2019-03-07,183624,79,0.818,0.45,0.329,0.00109,0.135,-12.603,0.0441,71.884,0.266,3,9,0,spotify:track:1Xi84slp6FryDSCbzq4UCD,2019
Souvenir,Rare (Deluxe),Selena Gomez,2020-04-09,161605,65,0.207,0.841,0.479,1.16e-05,0.122,-5.837,0.0376,112.968,0.454,4,0,0,spotify:track:3ZCBSFcZSRM9Z48ew28Zrf,2020
I Forgot That You Existed,Lover,Taylor Swift,2019-08-23,170640,77,0.298,0.664,0.316,2.03e-06,0.0812,-10.345,0.519,92.875,0.541,4,5,1,spotify:track:43rA71bccXFGD4C8GOpIlN,2019
"Gajanana (From ""Bajirao Mastani"")","Gajanana (From ""Bajirao Mastani"")",Sukhwinder Singh,2015-09-16,217101,0,0.231,0.621,0.869,0.0,0.244,-2.238,0.0355,107.961,0.432,4,4,0,spotify:track:2dPX3Ubu2refoQ70HO88ko,2015
Heat Waves,Dreamland,Glass Animals,2020-08-07,238805,90,0.44,0.761,0.525,6.7e-06,0.0921,-6.9,0.0944,80.87,0.531,4,11,1,spotify:track:3USxtqRwSYz57Ewm6wWRMp,2020
11:11,11:11,Ben Barnes,2021-09-17,215992,49,0.351,0.269,0.534,6.76e-06,0.122,-7.079,0.0349,69.549,0.17,4,6,1,spotify:track:3pDPm1DWfgqbIFyx7PbI5q,2021
Slow Grenade,Slow Grenade,Ellie Goulding,2020-06-30,217493,57,0.0996,0.758,0.562,0.0,0.0996,-6.302,0.0771,142.035,0.581,4,9,1,spotify:track:5z8uLrYMcUVvzTV28twt44,2020
La Da Dee,Surfers Paradise (Expanded),Cody Simpson,2013-07-23,196786,67,0.00847,0.657,0.828,0.0,0.326,-5.544,0.0728,115.954,0.566,4,5,1,spotify:track:0ccwMrlZONy5yXrirq7lTe,2013
Royals,Pure Heroine (Extended),Lorde,2013-01-01,190185,1,0.121,0.674,0.428,0.0,0.132,-9.504,0.122,84.878,0.337,4,7,1,spotify:track:7BFI9QZPQKgYuR2HhDgwbG,2013
Bad Liar,Origins (Deluxe),Imagine Dragons,2018-11-09,260773,83,0.0722,0.383,0.637,0.0,0.368,-6.993,0.0703,177.913,0.0827,4,3,1,spotify:track:2RSHsoi04658QL5xgQVov3,2018
main thing,Positions (Deluxe),Ariana Grande,2021-02-19,129080,59,0.317,0.734,0.475,1.41e-06,0.113,-7.77,0.0403,134.119,0.217,4,9,1,spotify:track:63WsFFnQ8CL941iZBELYsX,2021
Infinity,Made In The A.M. (Deluxe Edition),One Direction,2015-11-13,249480,67,0.0687,0.537,0.705,0.0,0.0842,-6.073,0.0337,131.965,0.32,4,4,1,spotify:track:6N5xh0tYYLTQRiCCaNbAUt,2015
I Believe,Happiness Begins,Jonas Brothers,2019-06-07,217533,64,0.0857,0.749,0.774,1.14e-05,0.11,-6.221,0.12,99.019,0.35,4,9,1,spotify:track:1vYh9x8UmFTLbXiizk9Qc5,2019
Lucky Strike,Overexposed Track By Track,Maroon 5,2012-01-01,185293,61,0.000607,0.673,0.746,0.0,0.0988,-4.514,0.0424,144.013,0.446,4,11,0,spotify:track:4rpzPAbwJboZQw2p9T5T3f,2012
Someday,Human (Deluxe),OneRepublic,2021-08-27,187888,72,0.0311,0.576,0.679,0.0,0.323,-7.237,0.034,121.005,0.213,4,0,1,spotify:track:6aDsgHPZsMztSbZernzlF8,2021
Our Last Summer - From 'Mamma Mia!' Original Motion Picture Soundtrack,Mamma Mia! The Movie Soundtrack,Cast of Mamma Mia! The Movie,2008-01-01,177626,67,0.246,0.635,0.459,0.0,0.259,-7.343,0.0244,96.056,0.433,4,7,1,spotify:track:7bFmXanwZQm6BMV9Nka6Hk,2008
Natural,Origins (Deluxe),Imagine Dragons,2018-11-09,189466,83,0.217,0.704,0.611,0.0,0.0812,-6.112,0.0409,100.0,0.22,4,2,1,spotify:track:2FY7b99s15jUprqC0M5NCT,2018
Monster (Shawn Mendes & Justin Bieber),Monster,Shawn Mendes,2020-11-20,178994,71,0.0676,0.652,0.383,0.0,0.0828,-7.076,0.0516,145.765,0.549,4,2,0,spotify:track:2Z8yfpFX0ZMavHkcIeHiO1,2020
Good Vibes,Good Vibes,HRVY,2020-09-04,170280,65,0.274,0.558,0.877,0.0,0.162,-3.392,0.145,99.988,0.762,4,10,1,spotify:track:53kWAAfx7IopXRa31MQHB8,2020
Dangerous Woman,Dangerous Woman,Ariana Grande,2016-04-01,235946,83,0.0529,0.662,0.602,0.0,0.356,-5.369,0.0401,133.969,0.29,3,4,0,spotify:track:3nef5W8jTkXrOKgCu4kmq7,2016
OK Not To Be OK,OK Not To Be OK,Marshmello,2020-09-10,159862,68,0.0172,0.743,0.837,0.0,0.0743,-5.025,0.0649,103.072,0.263,4,1,0,spotify:track:0zzVTGyRrWpQu8Fr28NRAv,2020
You Need To Calm Down,Lover,Taylor Swift,2019-08-23,171360,84,0.00929,0.771,0.671,0.0,0.0637,-5.617,0.0553,85.026,0.714,4,2,1,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,2019
Easy Come Easy Go,Mercury - Act 1,Imagine Dragons,2021-09-03,179872,0,0.294,0.673,0.459,0.0,0.0942,-7.274,0.0515,139.817,0.477,4,3,0,spotify:track:3wWXNV94Ys2vQcFxgnWkut,2021
What A Man Gotta Do,What A Man Gotta Do,Jonas Brothers,2020-01-17,180644,73,0.00839,0.852,0.698,1.03e-06,0.0773,-7.206,0.0629,113.039,0.324,4,9,1,spotify:track:4wNIkl5XGiAACjFBlDWuSd,2020
Blow Your Mind (Mwah),Blow Your Mind (Mwah),Dua Lipa,2016-08-26,178583,67,0.0188,0.654,0.796,0.0,0.0948,-4.761,0.122,108.854,0.491,4,2,0,spotify:track:7kJlTKjNZVT26iwiDUVhRm,2016
bad idea,"thank u, next",Ariana Grande,2019-02-08,267106,68,0.0268,0.847,0.579,0.0545,0.102,-5.314,0.0719,137.998,0.569,4,1,1,spotify:track:5Il6Oe7lr5XM7A0cWbVQtr,2019
My Romance,"Hometown Cha-Cha-Cha, Pt. 3 (Original Television Soundtrack)",CHEEZE,2021-09-19,173870,48,0.826,0.71,0.238,0.0,0.146,-8.557,0.0345,93.935,0.437,4,7,1,spotify:track:5Rys2WgRdbvQNdeezDvUql,2021
My Universe,My Universe,Coldplay,2021-09-24,228000,81,0.00813,0.588,0.701,0.0,0.2,-6.39,0.0402,104.988,0.443,4,9,1,spotify:track:3FeVmId7tL5YN8B7R3imoM,2021
South of the Border (feat. Camila Cabello & Cardi B),No.6 Collaborations Project,Ed Sheeran,2019-07-12,204466,76,0.148,0.857,0.621,0.0,0.0865,-6.376,0.0825,97.989,0.668,4,9,0,spotify:track:4vUmTMuQqjdnvlZmAH61Qk,2019
I Knew You Were Trouble.,Red (Big Machine Radio Release Special),Taylor Swift,2012-10-22,219720,81,0.00454,0.622,0.469,2.25e-06,0.0335,-6.798,0.0363,77.019,0.679,4,3,0,spotify:track:6FB3v4YcR57y4tXFcdxI1E,2012
Superheroes,No Sound Without Silence,The Script,2014-09-15,245466,76,0.00218,0.49,0.885,0.0,0.0741,-4.121,0.0396,166.996,0.64,4,3,1,spotify:track:37sINbJZcFdHFAsVNsPq1i,2014
Make It Right (feat. Lauv),Make It Right (feat. Lauv),BTS,2019-10-18,226321,0,0.0304,0.584,0.685,0.0,0.189,-7.811,0.425,97.551,0.345,4,7,1,spotify:track:314ZkcV7oLWG8yWE7LABvH,2019
Firework,Teenage Dream,Katy Perry,2010-08-24,227893,71,0.141,0.638,0.832,0.0,0.113,-5.039,0.049,124.071,0.648,4,8,1,spotify:track:1mXuMM6zjPgjL4asbBsgnt,2010
willow,evermore,Taylor Swift,2020-12-11,214706,83,0.833,0.392,0.574,0.00179,0.145,-9.195,0.17,81.112,0.529,4,7,1,spotify:track:0lx2cLdOt3piJbcaXIV74f,2020
Who You Really Are,Sherlock Series 4: The Final Problem (Original Television Soundtrack),David Arnold,2017-01-16,155773,0,0.237,0.224,0.273,0.905,0.0867,-15.592,0.0558,129.479,0.126,4,9,0,spotify:track:24xTylaPWS5iVVCxwTTkcv,2017
Watermelon Sugar,Fine Line,Harry Styles,2019-12-13,174000,88,0.122,0.548,0.816,0.0,0.335,-4.209,0.0465,95.39,0.557,4,0,1,spotify:track:6UelLqGlWMcVH1E5c4H7lY,2019
